op_index,op,class,decisive_note
988,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
989,constexpr_lut_to_dense,normalization-needed,"4-bit palettization wrapper (fp16 LUT 64 or 256 groups x 16 centroids, uint4 indices) over weight.bin blob data: decompress to dense fp16 at weight-prep and emit as const BLOBFILE; no H13 encoder consumes palettized data"
990,linear,normalization-needed,"weight producer is constexpr_lut_to_dense (constexpr_lut_to_dense), so constantValue(weight) is false and the linear handler rejects with h13.linear-nonconstant-weight; host LUT decompression (fp16 LUT [G,1,16,1] + uint4 indices -> dense fp16 [N,K]) re-emitted as a const with BLOBFILE payload unb..."
991,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
992,reshape,direct-alias,"compile-loop shape alias: metadata only, no program emitted (ANEH13Compiler.mm:1456-1482)"
993,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
994,constexpr_lut_to_dense,normalization-needed,"4-bit palettization wrapper (fp16 LUT 64 or 256 groups x 16 centroids, uint4 indices) over weight.bin blob data: decompress to dense fp16 at weight-prep and emit as const BLOBFILE; no H13 encoder consumes palettized data"
995,linear,normalization-needed,"weight producer is constexpr_lut_to_dense (constexpr_lut_to_dense), so constantValue(weight) is false and the linear handler rejects with h13.linear-nonconstant-weight; host LUT decompression (fp16 LUT [G,1,16,1] + uint4 indices -> dense fp16 [N,K]) re-emitted as a const with BLOBFILE payload unb..."
996,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
997,reshape,direct-alias,"compile-loop shape alias: metadata only, no program emitted (ANEH13Compiler.mm:1456-1482)"
998,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
999,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
1000,transpose,missing,no H13 encoder for 'transpose': lowerOperation final reject 'H13 has no source-qualified encoder for' (ANEH13Compiler.mm:1349-1350)
1001,add,direct,whole-tensor constant fold (add/mul/max/min; sub folds as sign-flipped add; real_div folds only for powers of two)
1002,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
1003,add,direct,whole-tensor constant fold (add/mul/max/min; sub folds as sign-flipped add; real_div folds only for powers of two)
1004,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
1005,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
1006,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
1007,matmul,normalization-needed,"const-weight matmul 3000x128x749 tx=False ty=False outside parity envelope; falls to the source-qualified chunked matvec path (per-row/512-column slices, physical reduction 256/512, weight must be a const with BLOBFILE payload — this proto stores it inline, so the handoff must re-emit weight.bin ..."
1008,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
1009,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
1010,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
1011,pad,missing,no H13 encoder for 'pad': lowerOperation final reject 'H13 has no source-qualified encoder for' (ANEH13Compiler.mm:1349-1350)
1012,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
1013,reshape,direct-alias,"compile-loop shape alias: metadata only, no program emitted (ANEH13Compiler.mm:1456-1482)"
1014,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
1015,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
1016,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
1017,slice_by_index,missing,no H13 encoder for 'slice_by_index': lowerOperation final reject 'H13 has no source-qualified encoder for' (ANEH13Compiler.mm:1349-1350)
1018,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
1019,reshape,direct-alias,"compile-loop shape alias: metadata only, no program emitted (ANEH13Compiler.mm:1456-1482)"
1020,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
1021,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
1022,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
1023,slice_by_index,missing,no H13 encoder for 'slice_by_index': lowerOperation final reject 'H13 has no source-qualified encoder for' (ANEH13Compiler.mm:1349-1350)
1024,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
1025,mul,direct,"inline fp16 scalar mul fold (splat constant, 64-element slices)"
1026,select,missing,no H13 encoder for 'select': lowerOperation final reject 'H13 has no source-qualified encoder for' (ANEH13Compiler.mm:1349-1350)
1027,mul,direct,"inline fp16 scalar mul fold (splat constant, 64-element slices)"
1028,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
1029,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
1030,transpose,missing,no H13 encoder for 'transpose': lowerOperation final reject 'H13 has no source-qualified encoder for' (ANEH13Compiler.mm:1349-1350)
1031,matmul,missing-envelope,"runtime-operand matmul rows=3000 red=128 cols=375 tx=False ty=True y=(1, 8, 375, 128): outside kMatmulEnvelopeTasks (rows decoded only for 1 and 16); runtime-weight matmul is parity-path-only — reject h13.matmul-outside-envelope; no chunked fallback exists for runtime operands"
1032,add,direct,"h13-source-qualified two-runtime same-shape binary, 64-element slices (rung 01-add-legacy proven path)"
1033,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
1034,softmax,missing-envelope,"softmax template lookup in=(8, 375, 375) out=(8, 375, 375) axis-mask=0x08: absent from kNormTasks (44 decoded softmax programs; largest spatial 256x256); normParityPlan is softmax's only path (no generic fallback)"
1035,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
1036,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
1037,transpose,missing,no H13 encoder for 'transpose': lowerOperation final reject 'H13 has no source-qualified encoder for' (ANEH13Compiler.mm:1349-1350)
1038,matmul,missing-envelope,"runtime-operand matmul rows=3000 red=375 cols=128 tx=False ty=False y=(1, 8, 375, 128): outside kMatmulEnvelopeTasks (rows decoded only for 1 and 16); runtime-weight matmul is parity-path-only — reject h13.matmul-outside-envelope; no chunked fallback exists for runtime operands"
1039,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
1040,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
1041,transpose,missing,no H13 encoder for 'transpose': lowerOperation final reject 'H13 has no source-qualified encoder for' (ANEH13Compiler.mm:1349-1350)
1042,reshape,direct-alias,"compile-loop shape alias: metadata only, no program emitted (ANEH13Compiler.mm:1456-1482)"
1043,constexpr_lut_to_dense,normalization-needed,"4-bit palettization wrapper (fp16 LUT 64 or 256 groups x 16 centroids, uint4 indices) over weight.bin blob data: decompress to dense fp16 at weight-prep and emit as const BLOBFILE; no H13 encoder consumes palettized data"
1044,linear,normalization-needed,"weight producer is constexpr_lut_to_dense (constexpr_lut_to_dense), so constantValue(weight) is false and the linear handler rejects with h13.linear-nonconstant-weight; host LUT decompression (fp16 LUT [G,1,16,1] + uint4 indices -> dense fp16 [N,K]) re-emitted as a const with BLOBFILE payload unb..."
1045,add,direct,"h13-source-qualified two-runtime same-shape binary, 64-element slices (rung 01-add-legacy proven path)"
1046,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
1047,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
1048,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
1049,layer_norm,missing,"normParityPlan hard-rejects affine layer_norm: requires args==3, fp32 epsilon==1e-5, NO gamma/beta ('Apple's compiler in this harness rejects every affine form', ANEH13Compiler.mm:751-792); all 120 here carry gamma+beta with epsilon as an fp16 const; additionally the affine-less core surface (1,3..."
1050,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
1051,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
1052,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
1053,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
1054,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
1055,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
1056,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
1057,transpose,missing,no H13 encoder for 'transpose': lowerOperation final reject 'H13 has no source-qualified encoder for' (ANEH13Compiler.mm:1349-1350)
1058,conv,missing-envelope,"rank-3 spelling rejected by convSurface (requires rank-4 fp16 NCHW batch=1); rank-4 re-spell would still need surface in kConvTasks: in=(1, 1024, 375) out=(1, 2048, 375) k=? s=1 g=1 pad_type 'valid'"
1059,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
1060,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
1061,split,missing,no H13 encoder for 'split': lowerOperation final reject 'H13 has no source-qualified encoder for' (ANEH13Compiler.mm:1349-1350)
1062,sigmoid,missing-envelope,"no Sigmoid surface for (1, 1024, 375): kElementwiseTasks carries unary ops only on channel-vector surfaces (C,1,1) C<=4096; unary ops have NO generic fallback (parityPlan-only path)"
1063,mul,direct,"h13-source-qualified two-runtime same-shape binary, 64-element slices (rung 01-add-legacy proven path)"
1064,select,missing,no H13 encoder for 'select': lowerOperation final reject 'H13 has no source-qualified encoder for' (ANEH13Compiler.mm:1349-1350)
1065,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
1066,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
1067,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
1068,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
1069,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
1070,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
1071,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
1072,conv,missing-envelope,"rank-3 spelling rejected by convSurface (requires rank-4 fp16 NCHW batch=1); rank-4 re-spell would still need surface in kConvTasks: in=(1, 1024, 375) out=(1, 1024, 375) k=? s=1 g=1024 pad_type 'custom'"
1073,silu,missing-envelope,"no Silu surface for (1, 1024, 375): kElementwiseTasks carries unary ops only on channel-vector surfaces (C,1,1) C<=4096; unary ops have NO generic fallback (parityPlan-only path)"
1074,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
1075,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
1076,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
